Case ID,Activity,Complete Timestamp,Resource
Case92,Closed,2010-05-02 08:28:46+00:00,Value 5
Case93,Assign seriousness,2012-07-25 07:02:54+00:00,Value 1
Case93,Take in charge ticket,2012-07-30 09:39:04+00:00,Value 4
Case93,Resolve ticket,2012-08-02 15:14:07+00:00,Value 13
Case93,Closed,2012-09-09 07:10:33+00:00,Value 5
Case94,Assign seriousness,2012-02-08 08:33:56+00:00,Value 9
Case94,Take in charge ticket,2012-02-08 08:34:08+00:00,Value 9
Case94,Resolve ticket,2012-02-08 08:34:34+00:00,Value 9
Case94,Closed,2012-04-07 07:42:34+00:00,Value 5
Case95,Assign seriousness,2011-09-26 10:27:14+00:00,Value 1
Case95,Take in charge ticket,2011-09-29 13:54:32+00:00,Value 1
Case95,Resolve ticket,2011-09-30 09:09:23+00:00,Value 1
Case95,Closed,2011-10-27 10:30:27+00:00,Value 5
Case96,Assign seriousness,2012-02-27 16:31:32+00:00,Value 1
Case96,Take in charge ticket,2012-02-28 08:52:59+00:00,Value 6
Case96,Resolve ticket,2012-02-29 08:25:13+00:00,Value 1
Case96,Resolve ticket,2012-02-29 08:25:14+00:00,Value 1
Case96,Closed,2012-04-11 15:40:27+00:00,Value 5
Case97,Assign seriousness,2013-04-02 12:26:52+00:00,Value 2
Case97,Take in charge ticket,2013-04-05 16:14:03+00:00,Value 10
Case97,Resolve ticket,2013-05-10 09:30:24+00:00,Value 10
Case97,Closed,2013-05-25 09:30:42+00:00,Value 3
Case98,Assign seriousness,2012-07-05 12:16:51+00:00,Value 1
Case98,Take in charge ticket,2012-07-05 12:20:39+00:00,Value 1
Case98,Resolve ticket,2012-07-09 13:21:24+00:00,Value 9
Case98,Closed,2012-08-07 12:20:18+00:00,Value 5
Case99,Assign seriousness,2011-05-11 10:16:32+00:00,Value 8
Case99,Take in charge ticket,2011-05-11 10:17:55+00:00,Value 8
Case99,Resolve ticket,2011-05-16 08:33:29+00:00,Value 13
Case99,Closed,2011-06-11 10:20:27+00:00,Value 5
Case100,Assign seriousness,2013-04-12 10:25:17+00:00,Value 1
Case100,Take in charge ticket,2013-04-24 10:24:01+00:00,Value 9
Case100,Require upgrade,2013-04-24 15:51:11+00:00,Value 9
Case100,Resolve ticket,2013-05-15 13:21:00+00:00,Value 2
Case100,Closed,2013-05-30 13:21:20+00:00,Value 3
Case101,Insert ticket,2010-06-18 13:47:15+00:00,Value 15
Case101,Assign seriousness,2010-06-18 14:18:15+00:00,Value 15
Case101,Take in charge ticket,2010-06-29 07:35:47+00:00,Value 2
Case101,Resolve ticket,2010-06-29 08:33:07+00:00,Value 2
Case101,Closed,2010-08-05 13:50:24+00:00,Value 5
Case102,Assign seriousness,2012-01-30 09:09:29+00:00,Value 4
Case102,Take in charge ticket,2012-01-30 09:09:57+00:00,Value 4
Case102,Resolve ticket,2012-01-31 08:12:06+00:00,Value 2
Case102,Closed,2012-03-16 09:12:11+00:00,Value 5
Case103,Assign seriousness,2010-06-07 07:30:54+00:00,Value 2
Case103,Assign seriousness,2010-06-07 07:49:10+00:00,Value 2
Case103,Take in charge ticket,2010-06-07 15:16:44+00:00,Value 15
Case103,Wait,2010-06-08 10:37:29+00:00,Value 15
Case103,Take in charge ticket,2010-06-09 07:18:05+00:00,Value 15
Case103,Create SW anomaly,2010-06-09 07:18:28+00:00,Value 15
Case103,Resolve ticket,2010-06-16 09:23:07+00:00,Value 15
Case103,Closed,2010-07-16 09:23:33+00:00,Value 5
Case104,Assign seriousness,2011-01-27 08:34:59+00:00,Value 8
Case104,Take in charge ticket,2011-01-27 09:32:40+00:00,Value 17
Case104,Resolve ticket,2011-01-27 09:34:24+00:00,Value 17
Case104,Closed,2011-03-05 08:42:36+00:00,Value 5
Case105,Assign seriousness,2012-11-20 09:00:13+00:00,Value 1
Case105,Take in charge ticket,2012-11-26 16:42:13+00:00,Value 2
Case105,Wait,2012-11-30 09:01:21+00:00,Value 2
Case105,Resolve ticket,2012-12-07 16:04:16+00:00,Value 2
Case105,Closed,2012-12-22 16:04:35+00:00,Value 3
Case106,Assign seriousness,2013-02-15 13:12:20+00:00,Value 1
Case106,Resolve ticket,2013-03-05 08:06:13+00:00,Value 1
Case106,Closed,2013-03-20 08:06:31+00:00,Value 3
Case107,Assign seriousness,2013-10-30 13:25:20+00:00,Value 18
Case107,Take in charge ticket,2013-10-31 14:48:10+00:00,Value 2
Case107,Wait,2013-11-15 08:31:41+00:00,Value 2
Case107,Resolve ticket,2013-11-18 08:20:45+00:00,Value 2
Case107,Closed,2013-12-03 08:20:56+00:00,Value 3
Case108,Assign seriousness,2011-01-12 11:28:16+00:00,Value 13
Case108,Take in charge ticket,2011-01-24 09:21:26+00:00,Value 12
Case108,Resolve ticket,2011-01-26 08:12:39+00:00,Value 12
Case108,Closed,2011-02-25 08:13:02+00:00,Value 5
Case109,Assign seriousness,2010-09-24 15:35:31+00:00,Value 14
Case109,Take in charge ticket,2010-09-27 09:11:48+00:00,Value 9
Case109,Wait,2010-09-28 08:31:41+00:00,Value 9
Case109,Take in charge ticket,2010-11-08 09:33:36+00:00,Value 9
Case109,Resolve ticket,2010-11-08 09:33:57+00:00,Value 9
Case109,Closed,2010-11-23 09:34:09+00:00,Value 5
Case110,Assign seriousness,2010-12-16 09:33:24+00:00,Value 8
Case110,Take in charge ticket,2010-12-16 09:40:25+00:00,Value 6
Case110,Resolve ticket,2010-12-16 15:52:50+00:00,Value 17
Case110,Closed,2011-02-13 09:40:36+00:00,Value 5
Case111,Assign seriousness,2010-06-29 14:00:48+00:00,Value 9
Case111,Take in charge ticket,2010-06-29 15:16:26+00:00,Value 9
Case111,Resolve ticket,2010-06-30 08:05:04+00:00,Value 9
Case111,Take in charge ticket,2010-06-30 14:19:00+00:00,Value 9
Case111,Wait,2010-07-01 09:00:03+00:00,Value 9
Case111,Take in charge ticket,2010-07-02 14:07:18+00:00,Value 9
Case111,Resolve ticket,2010-07-02 14:08:52+00:00,Value 9
Case111,Closed,2010-08-05 14:10:24+00:00,Value 5
Case112,Assign seriousness,2011-10-06 07:50:55+00:00,Value 1
Case112,Take in charge ticket,2011-10-07 14:03:47+00:00,Value 13
Case112,Resolve ticket,2011-10-14 14:44:32+00:00,Value 13
Case112,Closed,2011-11-08 09:00:20+00:00,Value 5
Case113,Insert ticket,2010-05-06 15:51:48+00:00,Value 12
Case113,Assign seriousness,2010-05-24 10:23:15+00:00,Value 6
Case113,Take in charge ticket,2010-05-25 13:48:24+00:00,Value 12
Case113,Resolve ticket,2010-05-25 14:11:28+00:00,Value 12
Case113,Closed,2010-06-09 14:11:39+00:00,Value 5
Case114,Assign seriousness,2013-09-11 12:51:59+00:00,Value 1
Case114,Take in charge ticket,2013-09-11 12:52:24+00:00,Value 1
Case114,Wait,2013-09-25 12:28:56+00:00,Value 9
Case114,Take in charge ticket,2013-10-01 12:14:10+00:00,Value 1
Case114,Wait,2013-10-07 07:20:45+00:00,Value 1
Case114,Resolve ticket,2013-10-07 10:35:46+00:00,Value 1
Case114,Closed,2013-10-22 10:36:06+00:00,Value 3
Case115,Assign seriousness,2013-02-14 11:54:22+00:00,Value 1
Case115,Take in charge ticket,2013-03-04 09:19:59+00:00,Value 2
Case115,Wait,2013-03-04 09:20:40+00:00,Value 4
Case115,Wait,2013-03-04 09:20:40+00:00,Value 4
Case115,Resolve ticket,2013-03-21 13:52:57+00:00,Value 4
Case115,Closed,2013-04-05 12:53:14+00:00,Value 3
Case116,Assign seriousness,2011-04-08 13:02:03+00:00,Value 8
Case116,Take in charge ticket,2011-04-08 13:02:38+00:00,Value 8
Case116,Resolve ticket,2011-04-08 13:07:10+00:00,Value 8
Case116,Closed,2011-05-30 13:11:18+00:00,Value 5
Case117,Assign seriousness,2012-07-19 10:59:25+00:00,Value 13
Case117,Take in charge ticket,2012-07-20 08:49:34+00:00,Value 9
Case117,Resolve ticket,2012-07-20 14:44:15+00:00,Value 9
Case117,Closed,2012-09-06 11:00:48+00:00,Value 5
Case118,Assign seriousness,2011-03-07 11:02:24+00:00,Value 2
Case118,Take in charge ticket,2011-03-07 11:02:41+00:00,Value 2
Case118,Resolve ticket,2011-03-07 13:14:21+00:00,Value 2
Case118,Closed,2011-04-13 10:10:26+00:00,Value 5
Case119,Assign seriousness,2011-12-05 14:22:17+00:00,Value 4
Case119,Take in charge ticket,2011-12-05 14:58:56+00:00,Value 6
Case119,Resolve ticket,2011-12-13 09:22:04+00:00,Value 6
Case119,Closed,2012-02-02 14:30:45+00:00,Value 5
Case120,Assign seriousness,2012-04-24 14:07:03+00:00,Value 2
Case120,Take in charge ticket,2012-05-08 10:53:06+00:00,Value 9
Case120,Wait,2012-05-08 12:31:30+00:00,Value 9
Case120,Resolve ticket,2012-05-08 14:04:27+00:00,Value 9
Case120,Closed,2012-05-25 15:41:47+00:00,Value 5
Case121,Assign seriousness,2011-02-09 13:28:58+00:00,Value 13
Case121,Take in charge ticket,2011-02-09 14:21:02+00:00,Value 13
Case121,Resolve ticket,2011-02-09 14:21:46+00:00,Value 13
Case121,Closed,2011-04-02 14:15:17+00:00,Value 5
Case122,Assign seriousness,2011-02-14 15:23:08+00:00,Value 8
Case122,Take in charge ticket,2011-02-15 11:17:46+00:00,Value 9
Case122,Resolve ticket,2011-02-15 11:52:47+00:00,Value 9
Case122,Closed,2011-03-30 14:30:33+00:00,Value 5
Case123,Assign seriousness,2011-05-06 07:33:07+00:00,Value 8
Case123,Take in charge ticket,2011-05-06 07:33:39+00:00,Value 8
Case123,Wait,2011-05-06 12:55:50+00:00,Value 9
Case123,Take in charge ticket,2011-05-12 13:45:43+00:00,Value 9
Case123,Resolve ticket,2011-05-12 13:45:54+00:00,Value 9
Case123,Closed,2011-06-19 08:30:40+00:00,Value 5
Case124,Assign seriousness,2012-06-07 15:31:32+00:00,Value 1
Case124,Take in charge ticket,2012-06-08 06:47:21+00:00,Value 11
Case124,Resolve ticket,2012-06-08 06:47:30+00:00,Value 11
Case124,Closed,2012-07-21 15:40:33+00:00,Value 5
Case125,Assign seriousness,2010-08-19 09:48:49+00:00,Value 6
Case125,Take in charge ticket,2010-08-19 09:49:49+00:00,Value 6
Case125,Wait,2010-08-19 10:07:15+00:00,Value 6
Case125,Take in charge ticket,2010-09-13 08:15:21+00:00,Value 2
Case125,Resolve ticket,2010-09-13 08:49:39+00:00,Value 2
Case125,Closed,2010-09-28 08:49:59+00:00,Value 5
Case126,Assign seriousness,2012-07-25 15:34:31+00:00,Value 13
Case126,Assign seriousness,2012-08-27 13:28:50+00:00,Value 2
Case126,Resolve ticket,2012-08-27 14:18:05+00:00,Value 2
Case126,Closed,2012-09-11 14:18:23+00:00,Value 3
Case127,Assign seriousness,2010-03-12 09:28:49+00:00,Value 2
Case127,Take in charge ticket,2010-03-12 09:29:00+00:00,Value 2
Case127,Resolve ticket,2010-03-12 09:37:27+00:00,Value 2
Case127,Closed,2010-04-14 08:30:56+00:00,Value 5
Case128,Assign seriousness,2011-11-28 08:10:27+00:00,Value 1
Case128,Resolve ticket,2011-11-28 09:46:59+00:00,Value 1
Case128,Resolve ticket,2011-11-28 09:46:59+00:00,Value 1
Case128,Closed,2011-12-31 08:20:48+00:00,Value 5
Case129,Assign seriousness,2013-04-05 16:15:52+00:00,Value 1
Case129,Resolve ticket,2013-04-23 15:50:35+00:00,Value 1
Case129,Closed,2013-05-08 15:50:57+00:00,Value 3
Case130,Insert ticket,2010-04-08 08:58:03+00:00,Value 11
Case130,Assign seriousness,2010-04-08 09:01:05+00:00,Value 11
Case130,Take in charge ticket,2010-04-08 09:01:11+00:00,Value 11
Case130,Resolve ticket,2010-04-08 09:01:19+00:00,Value 11
Case130,Closed,2010-05-11 09:00:24+00:00,Value 5
Case130,Closed,2010-05-11 09:00:24+00:00,Value 5
Case131,Assign seriousness,2013-08-12 07:13:49+00:00,Value 4
Case131,Take in charge ticket,2013-08-12 07:14:44+00:00,Value 4
Case131,Resolve ticket,2013-09-09 08:36:00+00:00,Value 4
Case131,Closed,2013-09-24 08:36:13+00:00,Value 3
Case132,Assign seriousness,2012-06-21 12:50:46+00:00,Value 1
Case132,Take in charge ticket,2012-06-21 13:30:02+00:00,Value 9
Case132,Wait,2012-06-21 14:32:08+00:00,Value 9
Case132,Resolve ticket,2012-06-25 12:03:33+00:00,Value 9
Case132,Closed,2012-08-02 09:30:26+00:00,Value 5
Case133,Assign seriousness,2011-01-26 11:24:58+00:00,Value 8
Case133,Assign seriousness,2011-01-26 11:59:56+00:00,Value 8
Case133,Take in charge ticket,2011-01-26 12:00:03+00:00,Value 8
Case133,Resolve ticket,2011-01-28 14:29:17+00:00,Value 14
Case133,Closed,2011-03-11 11:30:34+00:00,Value 5
Case134,Assign seriousness,2011-04-19 14:42:45+00:00,Value 8
Case134,Take in charge ticket,2011-04-19 14:45:25+00:00,Value 8
Case134,Resolve ticket,2011-04-19 14:45:42+00:00,Value 8
Case134,Closed,2011-06-02 14:50:17+00:00,Value 5
Case135,Assign seriousness,2011-02-08 11:57:41+00:00,Value 9
Case135,Take in charge ticket,2011-02-08 11:58:01+00:00,Value 9
Case135,Wait,2011-02-10 08:27:30+00:00,Value 9
Case135,Take in charge ticket,2011-02-14 12:01:11+00:00,Value 9
Case135,Resolve ticket,2011-02-14 12:02:59+00:00,Value 9
Case135,Take in charge ticket,2011-03-03 09:46:37+00:00,Value 8
Case135,Resolve ticket,2011-03-03 14:05:29+00:00,Value 9
Case135,Closed,2011-04-02 14:15:17+00:00,Value 5
Case136,Assign seriousness,2012-06-06 14:48:56+00:00,Value 4
Case136,Take in charge ticket,2012-06-07 12:19:44+00:00,Value 9
Case136,Resolve ticket,2012-06-08 07:13:29+00:00,Value 9
Case136,Closed,2012-07-07 14:50:30+00:00,Value 5
Case137,Assign seriousness,2011-08-05 13:00:13+00:00,Value 9
Case137,Take in charge ticket,2011-08-11 10:30:47+00:00,Value 9
Case137,Wait,2011-08-12 13:42:55+00:00,Value 9
Case137,Resolve ticket,2011-08-19 12:25:37+00:00,Value 9
Case137,Closed,2011-09-07 13:10:56+00:00,Value 5
Case138,Assign seriousness,2012-03-02 09:13:46+00:00,Value 13
Case138,Take in charge ticket,2012-03-02 09:13:56+00:00,Value 13
Case138,Resolve ticket,2012-03-02 09:34:03+00:00,Value 13
Case138,Closed,2012-04-06 08:20:51+00:00,Value 5
Case139,Assign seriousness,2010-04-19 07:44:31+00:00,Value 6
Case139,Take in charge ticket,2010-04-19 09:15:20+00:00,Value 2
Case139,Resolve ticket,2010-04-19 09:26:05+00:00,Value 2
Case139,Closed,2010-05-26 07:50:40+00:00,Value 5
Case140,Assign seriousness,2013-04-23 16:07:34+00:00,Value 14
Case140,Take in charge ticket,2013-06-07 08:55:58+00:00,Value 2
Case140,Resolve ticket,2013-06-07 09:05:27+00:00,Value 14
Case140,Closed,2013-06-22 09:05:45+00:00,Value 3
Case141,Assign seriousness,2011-01-12 10:39:32+00:00,Value 9
Case141,Take in charge ticket,2011-01-12 10:39:56+00:00,Value 9
Case141,Wait,2011-01-12 10:50:26+00:00,Value 9
Case141,Take in charge ticket,2011-01-12 11:07:51+00:00,Value 9
Case141,Wait,2011-01-12 11:34:34+00:00,Value 9
Case141,Take in charge ticket,2011-01-26 09:25:14+00:00,Value 9
Case141,Resolve ticket,2011-01-26 09:26:04+00:00,Value 9
Case141,Closed,2011-02-15 08:31:10+00:00,Value 5
Case142,Assign seriousness,2012-03-07 11:00:05+00:00,Value 1
Case142,Take in charge ticket,2012-03-08 13:53:36+00:00,Value 13
Case142,Resolve ticket,2012-03-09 14:48:25+00:00,Value 13
Case142,Closed,2012-04-07 10:11:18+00:00,Value 5
Case143,Assign seriousness,2012-12-21 09:23:59+00:00,Value 9
Case143,Take in charge ticket,2012-12-21 09:24:16+00:00,Value 9
Case143,Wait,2012-12-21 16:05:12+00:00,Value 9
Case143,Resolve ticket,2013-01-08 09:46:26+00:00,Value 9
Case143,Closed,2013-01-23 09:46:46+00:00,Value 3
Case144,Assign seriousness,2013-06-12 15:58:52+00:00,Value 14
Case144,Take in charge ticket,2013-06-19 07:52:40+00:00,Value 11
Case144,Wait,2013-06-19 07:53:36+00:00,Value 11
Case144,Resolve ticket,2013-07-03 16:58:29+00:00,Value 16
Case144,Closed,2013-07-18 16:58:49+00:00,Value 3
Case145,Assign seriousness,2013-08-07 13:19:28+00:00,Value 9
Case145,Take in charge ticket,2013-08-21 08:58:38+00:00,Value 1
Case145,Require upgrade,2013-08-23 12:54:00+00:00,Value 1
Case145,Wait,2013-08-23 13:24:54+00:00,Value 1
Case145,Resolve ticket,2013-09-09 15:32:15+00:00,Value 1
Case145,Closed,2013-09-24 15:32:34+00:00,Value 3
Case146,Assign seriousness,2010-10-05 14:55:27+00:00,Value 2
Case146,Take in charge ticket,2010-10-05 15:09:10+00:00,Value 2
Case146,Resolve ticket,2010-10-05 15:09:39+00:00,Value 2
Case146,Closed,2010-11-05 16:00:53+00:00,Value 5
Case147,Assign seriousness,2013-01-14 14:44:14+00:00,Value 4
Case147,Take in charge ticket,2013-02-06 17:06:37+00:00,Value 2
Case147,Resolve ticket,2013-02-13 09:10:51+00:00,Value 2
Case147,Closed,2013-02-28 09:11:10+00:00,Value 3
Case148,Assign seriousness,2012-01-09 11:19:35+00:00,Value 1
Case148,Take in charge ticket,2012-01-09 16:14:26+00:00,Value 1
Case148,Resolve ticket,2012-01-09 16:14:53+00:00,Value 1
Case148,Resolve ticket,2012-01-09 16:14:53+00:00,Value 1
Case148,Closed,2012-02-09 11:20:25+00:00,Value 5
Case149,Assign seriousness,2011-02-09 14:35:27+00:00,Value 8
Case149,Take in charge ticket,2011-02-09 15:16:21+00:00,Value 8
Case149,Resolve ticket,2011-02-09 15:24:44+00:00,Value 8
Case149,Closed,2011-04-09 13:40:25+00:00,Value 5
Case150,Insert ticket,2011-05-18 08:39:41+00:00,Value 2
Case150,Assign seriousness,2011-05-18 08:39:49+00:00,Value 2
Case150,Take in charge ticket,2011-05-18 08:41:36+00:00,Value 2
Case150,Wait,2011-05-23 15:20:54+00:00,Value 2
Case150,Take in charge ticket,2011-05-26 07:55:33+00:00,Value 2
Case150,Resolve ticket,2011-05-26 07:56:00+00:00,Value 2
Case150,Closed,2011-07-07 10:10:33+00:00,Value 5
Case151,Assign seriousness,2010-02-10 10:25:33+00:00,Value 2
Case151,Take in charge ticket,2010-02-10 10:33:38+00:00,Value 2
Case151,Resolve ticket,2010-02-10 10:33:49+00:00,Value 2
Case151,Closed,2010-03-13 10:30:26+00:00,Value 5
Case152,Assign seriousness,2012-05-18 12:08:58+00:00,Value 1
Case152,Take in charge ticket,2012-05-24 10:00:37+00:00,Value 9
Case152,Resolve ticket,2012-05-25 08:12:16+00:00,Value 9
Case152,Closed,2012-06-20 12:10:23+00:00,Value 5
Case153,Assign seriousness,2012-07-02 07:35:06+00:00,Value 4
Case153,Take in charge ticket,2012-07-02 11:00:33+00:00,Value 10
Case153,Resolve ticket,2012-07-02 11:01:29+00:00,Value 10
Case153,Closed,2012-08-03 07:40:13+00:00,Value 5
Case154,Assign seriousness,2013-01-28 10:41:57+00:00,Value 4
Case154,Take in charge ticket,2013-01-29 13:23:39+00:00,Value 4
Case154,Wait,2013-02-12 09:56:04+00:00,Value 4
Case154,Resolve ticket,2013-02-20 09:07:48+00:00,Value 4
Case154,Closed,2013-03-07 09:08:09+00:00,Value 3
Case155,Assign seriousness,2010-12-14 16:19:51+00:00,Value 9
Case155,Take in charge ticket,2010-12-17 10:45:21+00:00,Value 14
Case155,Wait,2010-12-23 15:26:07+00:00,Value 14
Case155,Take in charge ticket,2011-01-18 11:15:13+00:00,Value 14
Case155,Resolve ticket,2011-01-18 11:15:29+00:00,Value 14
Case155,Closed,2011-02-02 11:15:44+00:00,Value 5
Case156,Assign seriousness,2013-05-14 14:19:09+00:00,Value 14
Case156,Take in charge ticket,2013-05-30 06:56:35+00:00,Value 2
Case156,Resolve ticket,2013-05-30 07:08:15+00:00,Value 2
Case156,Closed,2013-06-14 07:08:33+00:00,Value 3
Case157,Assign seriousness,2011-05-24 07:13:23+00:00,Value 8
Case157,Take in charge ticket,2011-05-31 15:42:09+00:00,Value 2
Case157,Resolve ticket,2011-06-06 10:19:01+00:00,Value 9
Case157,Closed,2011-06-24 07:20:28+00:00,Value 5
Case158,Assign seriousness,2010-09-20 15:57:01+00:00,Value 7
Case158,Take in charge ticket,2010-09-21 07:45:37+00:00,Value 2
Case158,Resolve ticket,2010-09-21 07:53:48+00:00,Value 2
Case158,Closed,2010-11-12 17:01:05+00:00,Value 5
Case159,Assign seriousness,2011-09-21 07:12:16+00:00,Value 1
Case159,Take in charge ticket,2011-09-21 07:46:44+00:00,Value 13
Case159,Resolve ticket,2011-09-27 13:20:30+00:00,Value 13
Case159,Closed,2011-10-22 07:21:38+00:00,Value 5
Case160,Assign seriousness,2011-02-25 10:55:02+00:00,Value 8
Case160,Take in charge ticket,2011-02-25 13:26:45+00:00,Value 8
Case160,Resolve ticket,2011-02-25 13:28:30+00:00,Value 8
Case160,Closed,2011-04-16 10:01:15+00:00,Value 5
Case161,Assign seriousness,2010-08-10 07:16:09+00:00,Value 11
Case161,Take in charge ticket,2010-08-12 10:33:35+00:00,Value 11
Case161,Resolve ticket,2010-08-13 07:24:41+00:00,Value 11
Case161,Closed,2010-09-10 07:20:19+00:00,Value 5
Case162,Assign seriousness,2011-10-04 15:47:43+00:00,Value 1
Case162,Assign seriousness,2011-10-07 13:29:10+00:00,Value 2
Case162,Resolve ticket,2011-10-07 13:30:00+00:00,Value 2
Case162,Closed,2011-11-17 16:52:25+00:00,Value 5
Case163,Assign seriousness,2010-10-15 08:27:20+00:00,Value 9
Case163,Take in charge ticket,2010-10-27 11:46:30+00:00,Value 16
Case163,Resolve ticket,2010-10-27 11:46:36+00:00,Value 16
Case163,Closed,2010-11-28 09:30:57+00:00,Value 5
Case164,Assign seriousness,2010-09-28 12:44:01+00:00,Value 2
Case164,Take in charge ticket,2010-09-28 12:46:50+00:00,Value 2
Case164,Resolve ticket,2010-09-28 14:03:08+00:00,Value 2
Case164,Closed,2010-11-04 13:51:16+00:00,Value 5
Case165,Assign seriousness,2012-01-13 16:36:23+00:00,Value 2
Case165,Resolve ticket,2012-01-13 16:36:49+00:00,Value 2
Case165,Closed,2012-02-26 16:40:38+00:00,Value 5
Case166,Assign seriousness,2010-02-11 08:48:50+00:00,Value 2
Case166,Take in charge ticket,2010-02-23 16:56:28+00:00,Value 2
Case166,Resolve ticket,2010-02-23 16:56:36+00:00,Value 2
Case166,Closed,2010-03-27 08:50:35+00:00,Value 5
Case167,Assign seriousness,2011-11-23 14:43:38+00:00,Value 1
Case167,Take in charge ticket,2011-11-25 10:12:19+00:00,Value 1
Case167,Wait,2011-11-25 14:01:18+00:00,Value 1
Case167,Resolve ticket,2011-11-28 09:25:00+00:00,Value 1
Case167,Resolve ticket,2011-11-28 09:25:02+00:00,Value 1
Case167,Closed,2011-12-27 10:10:16+00:00,Value 5
Case168,Assign seriousness,2012-01-09 10:01:47+00:00,Value 1
Case168,Take in charge ticket,2012-01-09 11:20:28+00:00,Value 6
Case168,Resolve ticket,2012-01-09 11:21:29+00:00,Value 6
Case168,Closed,2012-02-22 10:10:48+00:00,Value 5
Case169,Assign seriousness,2013-01-28 17:05:44+00:00,Value 1
Case169,Resolve ticket,2013-02-13 09:43:10+00:00,Value 4
Case169,Closed,2013-02-28 09:43:20+00:00,Value 3
Case170,Assign seriousness,2012-05-02 15:54:51+00:00,Value 1
Case170,Take in charge ticket,2012-05-03 07:51:09+00:00,Value 6
